visitId,visitNumber,time,hits,browser,deviceCategory,type,pagePath,pagePathLevel1,pagePathLevel2,pagePathLevel3,eventCategory,eventAction,eventLabel,eventValue
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,0,9,Firefox,desktop,PAGE,/home,/home,,,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,3014,9,Firefox,desktop,PAGE,/carrito,/carrito,,,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,4797,9,Firefox,desktop,PAGE,/carrito/pago,/carrito/,/pago,,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,6545,9,Firefox,desktop,PAGE,/carrito/pago/pagoCompletado,/carrito/,/pago/,/pagoCompletado,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,8069,9,Firefox,desktop,PAGE,/home,/home,,,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,8070,9,Firefox,desktop,PAGE,/login,/login,,,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,9886,9,Firefox,desktop,PAGE,/home,/home,,,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,10876,9,Firefox,desktop,PAGE,/aboutus,/aboutus,,,,,,
0d7218b0-d6fb-11ed-b891-5330cfaeb505,1,13221,9,Firefox,desktop,PAGE,/carrito/pago/pagoCompletado,/carrito/,/pago/,/pagoCompletado,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,0,20,Firefox,desktop,PAGE,/home,/home,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,2502,20,Firefox,desktop,PAGE,/login,/login,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,5565,20,Firefox,desktop,PAGE,/home,/home,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,11665,20,Firefox,desktop,PAGE,/carrito/pago/pagoCompletado,/carrito/,/pago/,/pagoCompletado,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,13840,20,Firefox,desktop,PAGE,/home,/home,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,13841,20,Firefox,desktop,PAGE,/login,/login,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,15852,20,Firefox,desktop,PAGE,/pistaReservada,/pistaReservada,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,18485,20,Firefox,desktop,PAGE,/deportes/tenis/reservasTenis,/deportes/,/tenis/,/reservasTenis,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,20527,20,Firefox,desktop,PAGE,/pistaReservada,/pistaReservada,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,21475,20,Firefox,desktop,PAGE,/home,/home,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,21476,20,Firefox,desktop,PAGE,/login,/login,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,23051,20,Firefox,desktop,PAGE,/carrito,/carrito,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,24282,20,Firefox,desktop,PAGE,/carrito/pago,/carrito/,/pago,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,25130,20,Firefox,desktop,PAGE,/home,/home,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,25131,20,Firefox,desktop,PAGE,/login,/login,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,26287,20,Firefox,desktop,PAGE,/carrito,/carrito,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,27539,20,Firefox,desktop,PAGE,/carrito/pago,/carrito/,/pago,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,28699,20,Firefox,desktop,PAGE,/carrito/pago/pagoCompletado,/carrito/,/pago/,/pagoCompletado,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,29735,20,Firefox,desktop,PAGE,/home,/home,,,,,,
f736df90-d6fa-11ed-8742-3f67350333b6,2,29736,20,Firefox,desktop,PAGE,/login,/login,,,,,,
