visitId,visitNumber,time,hits,browser,deviceCategory,type,pagePath,pagePathLevel1,pagePathLevel2,pagePathLevel3,pagePathLevel4,eventCategory,eventAction,eventLabel,eventValue
1470102565,74,0,6,Firefox,desktop,PAGE,/home,/home,"","","",,,,
1470102565,74,10110,6,Firefox,desktop,PAGE,/google+redesign/apparel/women+s/women+s+t+shirts,/google+redesign/,/apparel/,/women+s/,/women+s+t+shirts,,,,
1470102565,74,12412,6,Firefox,desktop,EVENT,/google+redesign/apparel/women+s/women+s+t+shirts,/google+redesign/,/apparel/,/women+s/,/women+s+t+shirts,Enhanced Ecommerce,Quickview Click,Google Women's Hero V-Neck Tee White,
1470102565,74,12413,6,Firefox,desktop,PAGE,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,/google+redesign/,/apparel/,/women+s/,/women+s+t+shirts/quickview,,,,
1470102565,74,14304,6,Firefox,desktop,EVENT,/google+redesign/apparel/women+s/women+s+t+shirts,/google+redesign/,/apparel/,/women+s/,/women+s+t+shirts,Enhanced Ecommerce,Product Click,,
1470102565,74,17791,6,Firefox,desktop,PAGE,/google+redesign/apparel/womens+tshirts/womens+hero+vneck+tee+white.axd,/google+redesign/,/apparel/,/womens+tshirts/,/womens+hero+vneck+tee+white.axd,,,,
1470160598,75,0,170,Firefox,desktop,PAGE,/home,/home,"","","",,,,
1470160598,75,8274,170,Firefox,desktop,PAGE,/google+redesign/gift+cards,/google+redesign/,/gift+cards,"","",,,,
1470160598,75,9758,170,Firefox,desktop,EVENT,/google+redesign/gift+cards,/google+redesign/,/gift+cards,"","",Enhanced Ecommerce,Quickview Click,Gift Card - $25.00,
1470160598,75,9764,170,Firefox,desktop,PAGE,/google+redesign/gift+cards/quickview,/google+redesign/,/gift+cards/,/quickview,"",,,,
1470160598,75,16995,170,Firefox,desktop,EVENT,/google+redesign/gift+cards,/google+redesign/,/gift+cards,"","",Enhanced Ecommerce,Add to Cart,,
1470160598,75,20693,170,Firefox,desktop,PAGE,/basket.html,/basket.html,"","","",,,,
1470160598,75,79052,170,Firefox,desktop,EVENT,/basket.html,/basket.html,"","","",Enhanced Ecommerce,Remove from Cart,,
1470160598,75,82949,170,Firefox,desktop,PAGE,/basket.html,/basket.html,"","","",,,,
1470160598,75,88766,170,Firefox,desktop,PAGE,/google+redesign/apparel/women+s/women+s+t+shirts,/google+redesign/,/apparel/,/women+s/,/women+s+t+shirts,,,,
1470160598,75,93547,170,Firefox,desktop,EVENT,/google+redesign/apparel/women+s/women+s+t+shirts,/google+redesign/,/apparel/,/women+s/,/women+s+t+shirts,Enhanced Ecommerce,Quickview Click,Android Women's Short Sleeve Badge Tee Dark Heather,
1470160598,75,93550,170,Firefox,desktop,PAGE,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,/google+redesign/,/apparel/,/women+s/,/women+s+t+shirts/quickview,,,,
